adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote,name,form,period,filed
0001493152-24-051101,AssetsCurrent,us-gaap/2024,2023-08-31,0,USD,,,1697503.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,Liabilities,us-gaap/2024,2024-08-31,0,USD,,,2747276.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,Assets,us-gaap/2024,2024-08-31,0,USD,,,4096592.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2024-08-31,0,USD,,,1349316.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,OperatingIncomeLoss,us-gaap/2024,2023-08-31,4,USD,,,-2781894.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2023-08-31,0,USD,,,1785933.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2024-08-31,0,USD,EquityComponents=CommonStock;,,8559856.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2024-08-31,0,USD,EquityComponents=RetainedEarnings;,,-9757974.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2023-08-31,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-417727.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2023-08-31,0,USD,EquityComponents=RetainedEarnings;,,-5655315.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,OperatingIncomeLoss,us-gaap/2024,2024-08-31,4,USD,,,-3824737.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,EarningsPerShareDiluted,us-gaap/2024,2024-08-31,4,USD,,,-0.57,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2023-08-31,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,LiabilitiesCurrent,us-gaap/2024,2023-08-31,0,USD,,,1173789.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-08-31,4,USD,,,2502264.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,ComprehensiveIncomeNetOfTax,us-gaap/2024,2024-08-31,4,USD,,,-4093442.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2023-08-31,0,USD,EquityComponents=AdditionalPaidInCapital;,,2955944.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,EarningsPerShareBasic,us-gaap/2024,2024-08-31,4,USD,,,-0.57,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2022-08-31,0,USD,,,4626388.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-08-31,4,USD,ProductOrService=SubscriptionRevenue;,,736708.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,EarningsPerShareBasic,us-gaap/2024,2023-08-31,4,USD,,,-0.45,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2023-08-31,4,USD,EquityComponents=CommonStock;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-08-31,4,USD,ProductOrService=SubscriptionRevenue;,,738697.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-08-31,4,USD,ProductOrService=UnderwritingRevenue;,,148080.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-08-31,4,USD,ProductOrService=UnderwritingRevenue;,,153757.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,LiabilitiesCurrent,us-gaap/2024,2024-08-31,0,USD,,,1398906.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,PropertyPlantAndEquipmentNet,us-gaap/2024,2024-08-31,0,USD,,,152610.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2022-08-31,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-353218.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2024-08-31,4,USD,EquityComponents=AdditionalPaidInCapital;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2023-08-31,4,USD,EquityComponents=AdditionalPaidInCapital;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2023-08-31,4,USD,ProductOrService=SponsorshipRevenue;,,189968.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2024,2024-08-31,4,USD,,,2688987.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,Assets,us-gaap/2024,2023-08-31,0,USD,,,4628938.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2023-08-31,0,USD,EquityComponents=CommonStock;,,4903031.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2024-08-31,4,USD,EquityComponents=CommonStock;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2024-08-31,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,StockholdersEquity,us-gaap/2024,2024-08-31,0,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,-408510.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
0001493152-24-051101,NetIncomeLoss,us-gaap/2024,2023-08-31,4,USD,EquityComponents=RetainedEarnings;,,-2809037.0,,PINEAPPLE FINANCIAL INC.,10-K,2024-08-31,2024-12-20
